outcome,L,peak,dur,mean_eta,sharp
1,606.5911979228549,9.671803726815497,62.717484259744595,9.52979044082126,0.6528777213799639
1,520.201428222575,7.4110175325328065,70.19298307405164,7.332875741085107,0.5489692908197316
0,1.6234159911424584,5.003558434028551,29.358715964913113,4.5510818835762485,1.9374180937863184
0,15.229252960002462,5.902535446492606,19.50788600165373,5.348339269914437,1.3412065429069435
1,428.3887166292698,6.908500065697649,62.01394226467536,6.584405576852638,2.1031540187393545
1,523.0749495456996,7.366410424733189,71.01247981446342,7.085843005652194,1.955166749177982
1,249.1918672602294,5.119503705342805,48.68187074142246,4.83782438851231,1.9265294982620889
1,234.10597421236346,4.592313008009116,51.01354332325181,4.255991319529034,2.7046156147278055
1,327.2511224345341,7.893767907157099,41.39795683739894,7.13714692882866,2.9051595343002465
1,450.52163210619335,6.573320121459633,68.55471942818185,6.309747937364057,1.984452552083427
0,0.0,4.3344762392621226,9.944328660531788,3.833099782325615,2.9093929685160913
1,435.1470290534125,6.094408345577139,71.42558379585059,5.900541218374331,1.6476114720470525
0,0.0,4.4681067848809874,73.65235863262528,4.259403928448749,2.4824175606099765
1,405.33402535906384,5.117129697072021,79.21120811130713,5.061429816560506,0.6259343894938332
1,149.767474925875,6.066800122394117,24.628837986961155,5.448319649445323,1.8454270410889522
0,7.931319538481138,4.931889546988392,20.50309074940746,4.726148172327831,0.618064526540645
0,0.0,2.061334261958921,72.02235698750681,1.949163065283817,2.834605301336696
1,454.516486812061,5.890057532079411,77.19222811788964,5.637426143014163,2.3857290061398166
0,0.0,4.460796840074076,77.57899746696725,4.281289261278387,2.26157050597864
0,0.0,4.470464044744347,12.428289943951366,3.807344644379699,2.2914068348602172
1,269.5828457532619,5.737753644951449,46.983914384657766,5.439519308632443,1.75652409504923
1,370.29490374034305,5.044993814079566,73.39848566668073,4.916674661700153,1.3461504238285895
0,0.0,4.397020247850367,18.935744255485346,4.259211704586297,0.42334451430070863
1,339.4752868575752,5.659280956987854,59.985586408889134,5.59180102800943,0.5109201728644013
1,426.9951037947825,7.090583225605203,60.2254011175221,6.7476813433665646,2.109263786682019
0,0.0,3.3753346055940887,72.3121020346652,3.3278577266507035,0.7203733031056048
0,13.973783123359986,7.144210050658156,17.8672593407232,6.355143403563819,1.466056948101171
1,392.21738906506556,6.5122917172577885,60.22724561341953,6.318336510558347,1.30315776445306
0,9.83289513687505,4.830991517457008,6.276203525865661,4.407807084786324,2.414166954894245
1,271.0554998700186,5.308401153420032,51.081967249274605,4.881159713380344,2.972795742486816
1,287.98695260351315,7.19878933553957,40.00484655636981,6.8314711763153095,1.4741119723193523
0,0.0,1.5762081840012168,23.157525668691303,1.502279086826045,0.7860133049113864
1,558.7484397115426,8.145963839082043,68.59206157682743,7.935275190684197,1.2940793460037192
0,0.0,3.7806608269774853,46.6036797021625,3.6061177891927962,1.5532524088685538
1,396.1397761719361,5.1228248784009525,77.4038997084301,4.927436535796588,2.130907141440078
0,36.69325630177297,6.576752554012501,29.467905232715147,5.901435485025248,2.240923891834702
0,16.994851351786135,5.905776494271663,20.084321899183067,5.675780138640517,0.5590144816848114
1,191.85186065465922,6.5782127010768825,29.10737119328678,5.929443307585965,2.111249814470856
1,436.81147718096446,8.516490429349574,51.290324276156866,8.156168020341871,1.5621590927664366
0,0.0,3.3259944261277923,60.903494726769225,3.22411773929085,1.3468682400419236
